instance_name,order_id,p,q,r
BSP_100_O6_3_2_8.xml,83,19.0,16.0,13.0
BSP_100_O6_3_2_8.xml,83,19.0,16.0,13.0
BSP_100_O6_3_2_8.xml,84,49.0,45.0,34.0
BSP_100_O6_3_2_8.xml,85,16.0,15.0,5.0
BSP_100_O6_3_2_8.xml,86,48.0,31.0,19.0
BSP_100_O6_3_2_8.xml,87,105.0,45.0,15.0
BSP_100_O6_3_2_8.xml,88,65.0,45.0,11.0
BSP_100_O6_3_2_8.xml,89,47.0,38.0,9.0
BSP_100_O6_3_2_8.xml,90,41.0,37.0,21.0
BSP_100_O6_3_2_8.xml,90,41.0,37.0,21.0
BSP_100_O6_3_2_8.xml,91,30.0,20.0,15.0
BSP_100_O6_3_2_8.xml,91,30.0,20.0,15.0
BSP_100_O6_3_2_8.xml,91,30.0,20.0,15.0
BSP_100_O6_3_2_8.xml,92,35.0,35.0,10.0
BSP_100_O6_3_2_8.xml,92,35.0,35.0,10.0
BSP_100_O6_3_2_8.xml,92,35.0,35.0,10.0
BSP_100_O6_3_2_8.xml,93,22.0,17.0,8.0
BSP_100_O6_3_2_8.xml,93,17.0,12.0,4.0
BSP_100_O6_3_2_8.xml,93,17.0,12.0,4.0
BSP_100_O6_3_2_8.xml,94,48.0,48.0,22.0
BSP_100_O6_3_2_8.xml,94,48.0,48.0,22.0
BSP_100_O6_3_2_8.xml,94,48.0,48.0,22.0
BSP_100_O6_3_2_8.xml,94,48.0,48.0,22.0
BSP_100_O6_3_2_8.xml,95,98.0,30.0,15.0
BSP_100_O6_3_2_8.xml,95,98.0,30.0,15.0
BSP_100_O6_3_2_8.xml,95,98.0,30.0,15.0
BSP_100_O6_3_2_8.xml,95,98.0,30.0,15.0
BSP_100_O6_3_2_8.xml,96,22.0,15.0,12.0
BSP_100_O6_3_2_8.xml,96,18.0,15.0,12.0
BSP_100_O6_3_2_8.xml,96,21.0,9.0,9.0
BSP_100_O6_3_2_8.xml,97,22.0,17.0,11.0
BSP_100_O6_3_2_8.xml,97,22.0,17.0,11.0
BSP_100_O6_3_2_8.xml,97,22.0,17.0,11.0
BSP_100_O6_3_2_8.xml,97,22.0,17.0,11.0
BSP_100_O6_3_2_8.xml,98,16.0,12.0,12.0
BSP_100_O6_3_2_8.xml,98,16.0,12.0,12.0
BSP_100_O6_3_2_8.xml,98,16.0,12.0,12.0
BSP_100_O6_3_2_8.xml,98,16.0,12.0,12.0
BSP_100_O6_3_2_8.xml,98,16.0,12.0,12.0
BSP_100_O6_3_2_8.xml,99,74.0,53.0,18.0
BSP_100_O6_3_2_8.xml,99,74.0,53.0,18.0
BSP_100_O6_3_2_8.xml,99,74.0,53.0,18.0
BSP_100_O6_3_2_8.xml,99,74.0,53.0,18.0
BSP_100_O6_3_2_8.xml,99,74.0,53.0,18.0
BSP_100_O6_3_2_8.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_4.xml,0,34.0,25.0,25.0
BSP_100_O6_3_3_4.xml,1,37.0,37.0,10.0
BSP_100_O6_3_3_4.xml,2,60.0,56.0,36.0
BSP_100_O6_3_3_4.xml,3,16.0,16.0,16.0
BSP_100_O6_3_3_4.xml,3,30.0,22.0,20.0
BSP_100_O6_3_3_4.xml,4,32.0,16.0,3.0
BSP_100_O6_3_3_4.xml,5,65.0,13.0,3.0
BSP_100_O6_3_3_4.xml,6,25.0,18.0,17.0
BSP_100_O6_3_3_4.xml,7,39.0,26.0,10.0
BSP_100_O6_3_3_4.xml,8,55.0,55.0,30.0
BSP_100_O6_3_3_4.xml,9,70.0,50.0,10.0
BSP_100_O6_3_3_4.xml,10,38.0,29.0,28.0
BSP_100_O6_3_3_4.xml,11,47.0,36.0,6.0
BSP_100_O6_3_3_4.xml,11,47.0,36.0,6.0
BSP_100_O6_3_3_4.xml,12,19.0,15.0,13.0
BSP_100_O6_3_3_4.xml,13,35.0,29.0,24.0
BSP_100_O6_3_3_4.xml,14,23.0,20.0,14.0
BSP_100_O6_3_3_4.xml,15,98.0,30.0,15.0
BSP_100_O6_3_3_4.xml,15,98.0,30.0,15.0
BSP_100_O6_3_3_4.xml,16,64.0,50.0,10.0
BSP_100_O6_3_3_4.xml,17,26.0,16.0,16.0
BSP_100_O6_3_3_4.xml,17,21.0,21.0,12.0
BSP_100_O6_3_3_4.xml,18,48.0,40.0,10.0
BSP_100_O6_3_3_4.xml,19,25.0,25.0,7.0
BSP_100_O6_3_3_4.xml,19,24.0,24.0,8.0
BSP_100_O6_3_3_4.xml,20,40.0,32.0,8.0
BSP_100_O6_3_3_4.xml,20,18.0,18.0,10.0
BSP_100_O6_3_3_4.xml,21,22.0,14.0,5.0
BSP_100_O6_3_3_4.xml,21,22.0,14.0,5.0
BSP_100_O6_3_3_4.xml,22,17.0,15.0,13.0
BSP_100_O6_3_3_4.xml,23,61.0,46.0,11.0
BSP_100_O6_3_3_4.xml,23,61.0,46.0,11.0
BSP_100_O6_3_3_4.xml,23,61.0,46.0,11.0
BSP_100_O6_3_3_4.xml,24,41.0,36.0,36.0
BSP_100_O6_3_3_4.xml,25,16.0,16.0,16.0
BSP_100_O6_3_3_4.xml,25,17.0,13.0,13.0
BSP_100_O6_3_3_4.xml,26,21.0,16.0,16.0
BSP_100_O6_3_3_4.xml,26,21.0,16.0,16.0
BSP_100_O6_3_3_4.xml,26,21.0,16.0,16.0
BSP_100_O6_3_3_4.xml,27,85.0,42.0,40.0
BSP_100_O6_3_3_4.xml,28,30.0,29.0,22.0
BSP_100_O6_3_3_4.xml,29,40.0,31.0,31.0
BSP_100_O6_3_3_4.xml,30,39.0,11.0,9.0
BSP_100_O6_3_3_4.xml,30,39.0,11.0,9.0
BSP_100_O6_3_3_4.xml,31,31.0,29.0,16.0
BSP_100_O6_3_3_4.xml,32,26.0,26.0,17.0
BSP_100_O6_3_3_4.xml,33,18.0,12.0,10.0
BSP_100_O6_3_3_4.xml,34,40.0,25.0,16.0
BSP_100_O6_3_3_4.xml,35,21.0,13.0,12.0
BSP_100_O6_3_3_4.xml,35,21.0,12.0,10.0
BSP_100_O6_3_3_4.xml,36,105.0,30.0,18.0
BSP_100_O6_3_3_4.xml,36,105.0,30.0,18.0
BSP_100_O6_3_3_4.xml,37,67.0,61.0,33.0
BSP_100_O6_3_3_4.xml,38,22.0,22.0,21.0
BSP_100_O6_3_3_4.xml,39,25.0,11.0,7.0
BSP_100_O6_3_3_4.xml,40,24.0,20.0,19.0
BSP_100_O6_3_3_4.xml,40,25.0,23.0,22.0
BSP_100_O6_3_3_4.xml,41,60.0,29.0,20.0
BSP_100_O6_3_3_4.xml,42,16.0,16.0,3.0
BSP_100_O6_3_3_4.xml,43,28.0,20.0,5.0
BSP_100_O6_3_3_4.xml,44,90.0,60.0,50.0
BSP_100_O6_3_3_4.xml,45,104.0,35.0,25.0
BSP_100_O6_3_3_4.xml,46,65.0,12.0,12.0
BSP_100_O6_3_3_4.xml,47,17.0,15.0,12.0
BSP_100_O6_3_3_4.xml,47,17.0,15.0,12.0
BSP_100_O6_3_3_4.xml,48,61.0,41.0,41.0
BSP_100_O6_3_3_4.xml,49,41.0,31.0,31.0
BSP_100_O6_3_3_4.xml,50,35.0,35.0,29.0
BSP_100_O6_3_3_4.xml,51,35.0,25.0,12.0
BSP_100_O6_3_3_4.xml,51,35.0,25.0,12.0
BSP_100_O6_3_3_4.xml,52,22.0,18.0,14.0
BSP_100_O6_3_3_4.xml,53,40.0,34.0,10.0
BSP_100_O6_3_3_4.xml,54,22.0,19.0,13.0
BSP_100_O6_3_3_4.xml,55,105.0,17.0,17.0
BSP_100_O6_3_3_4.xml,56,37.0,24.0,13.0
BSP_100_O6_3_3_4.xml,57,21.0,21.0,13.0
BSP_100_O6_3_3_4.xml,58,33.0,27.0,2.0
BSP_100_O6_3_3_4.xml,59,21.0,20.0,8.0
BSP_100_O6_3_3_4.xml,59,21.0,20.0,8.0
BSP_100_O6_3_3_4.xml,60,40.0,37.0,27.0
BSP_100_O6_3_3_4.xml,61,16.0,11.0,3.0
BSP_100_O6_3_3_4.xml,61,16.0,11.0,3.0
BSP_100_O6_3_3_4.xml,62,25.0,14.0,8.0
BSP_100_O6_3_3_4.xml,63,18.0,15.0,6.0
BSP_100_O6_3_3_4.xml,64,50.0,50.0,15.0
BSP_100_O6_3_3_4.xml,65,41.0,34.0,25.0
BSP_100_O6_3_3_4.xml,66,28.0,25.0,22.0
BSP_100_O6_3_3_4.xml,67,100.0,23.0,5.0
BSP_100_O6_3_3_4.xml,67,100.0,23.0,5.0
BSP_100_O6_3_3_4.xml,68,19.0,16.0,11.0
BSP_100_O6_3_3_4.xml,68,19.0,16.0,11.0
BSP_100_O6_3_3_4.xml,68,19.0,16.0,11.0
BSP_100_O6_3_3_4.xml,69,65.0,25.0,16.0
BSP_100_O6_3_3_4.xml,70,32.0,30.0,28.0
BSP_100_O6_3_3_4.xml,71,32.0,20.0,12.0
BSP_100_O6_3_3_4.xml,72,60.0,29.0,20.0
BSP_100_O6_3_3_4.xml,72,30.0,20.0,17.0
BSP_100_O6_3_3_4.xml,73,29.0,18.0,15.0
BSP_100_O6_3_3_4.xml,74,36.0,35.0,20.0
BSP_100_O6_3_3_4.xml,74,18.0,17.0,10.0
BSP_100_O6_3_3_4.xml,75,34.0,23.0,4.0
BSP_100_O6_3_3_4.xml,76,46.0,36.0,21.0
BSP_100_O6_3_3_4.xml,77,26.0,26.0,8.0
BSP_100_O6_3_3_4.xml,78,50.0,35.0,25.0
BSP_100_O6_3_3_4.xml,79,42.0,20.0,12.0
BSP_100_O6_3_3_4.xml,80,34.0,22.0,18.0
BSP_100_O6_3_3_4.xml,81,60.0,40.0,27.0
BSP_100_O6_3_3_4.xml,82,30.0,23.0,20.0
BSP_100_O6_3_3_4.xml,83,19.0,16.0,13.0
BSP_100_O6_3_3_4.xml,83,19.0,16.0,13.0
BSP_100_O6_3_3_4.xml,84,49.0,45.0,34.0
BSP_100_O6_3_3_4.xml,85,16.0,15.0,5.0
BSP_100_O6_3_3_4.xml,86,48.0,31.0,19.0
BSP_100_O6_3_3_4.xml,87,105.0,45.0,15.0
BSP_100_O6_3_3_4.xml,88,65.0,45.0,11.0
BSP_100_O6_3_3_4.xml,89,47.0,38.0,9.0
BSP_100_O6_3_3_4.xml,90,41.0,37.0,21.0
BSP_100_O6_3_3_4.xml,90,41.0,37.0,21.0
BSP_100_O6_3_3_4.xml,91,30.0,20.0,15.0
BSP_100_O6_3_3_4.xml,91,30.0,20.0,15.0
BSP_100_O6_3_3_4.xml,91,30.0,20.0,15.0
BSP_100_O6_3_3_4.xml,92,35.0,35.0,10.0
BSP_100_O6_3_3_4.xml,92,35.0,35.0,10.0
BSP_100_O6_3_3_4.xml,92,35.0,35.0,10.0
BSP_100_O6_3_3_4.xml,93,22.0,17.0,8.0
BSP_100_O6_3_3_4.xml,93,17.0,12.0,4.0
BSP_100_O6_3_3_4.xml,93,17.0,12.0,4.0
BSP_100_O6_3_3_4.xml,94,48.0,48.0,22.0
BSP_100_O6_3_3_4.xml,94,48.0,48.0,22.0
BSP_100_O6_3_3_4.xml,94,48.0,48.0,22.0
BSP_100_O6_3_3_4.xml,94,48.0,48.0,22.0
BSP_100_O6_3_3_4.xml,95,98.0,30.0,15.0
BSP_100_O6_3_3_4.xml,95,98.0,30.0,15.0
BSP_100_O6_3_3_4.xml,95,98.0,30.0,15.0
BSP_100_O6_3_3_4.xml,95,98.0,30.0,15.0
BSP_100_O6_3_3_4.xml,96,22.0,15.0,12.0
BSP_100_O6_3_3_4.xml,96,18.0,15.0,12.0
BSP_100_O6_3_3_4.xml,96,21.0,9.0,9.0
BSP_100_O6_3_3_4.xml,97,22.0,17.0,11.0
BSP_100_O6_3_3_4.xml,97,22.0,17.0,11.0
BSP_100_O6_3_3_4.xml,97,22.0,17.0,11.0
BSP_100_O6_3_3_4.xml,97,22.0,17.0,11.0
BSP_100_O6_3_3_4.xml,98,16.0,12.0,12.0
BSP_100_O6_3_3_4.xml,98,16.0,12.0,12.0
BSP_100_O6_3_3_4.xml,98,16.0,12.0,12.0
BSP_100_O6_3_3_4.xml,98,16.0,12.0,12.0
BSP_100_O6_3_3_4.xml,98,16.0,12.0,12.0
BSP_100_O6_3_3_4.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_4.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_4.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_4.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_4.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_4.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_5.xml,0,34.0,25.0,25.0
BSP_100_O6_3_3_5.xml,1,37.0,37.0,10.0
BSP_100_O6_3_3_5.xml,2,60.0,56.0,36.0
BSP_100_O6_3_3_5.xml,3,16.0,16.0,16.0
BSP_100_O6_3_3_5.xml,3,30.0,22.0,20.0
BSP_100_O6_3_3_5.xml,4,32.0,16.0,3.0
BSP_100_O6_3_3_5.xml,5,65.0,13.0,3.0
BSP_100_O6_3_3_5.xml,6,25.0,18.0,17.0
BSP_100_O6_3_3_5.xml,7,39.0,26.0,10.0
BSP_100_O6_3_3_5.xml,8,55.0,55.0,30.0
BSP_100_O6_3_3_5.xml,9,70.0,50.0,10.0
BSP_100_O6_3_3_5.xml,10,38.0,29.0,28.0
BSP_100_O6_3_3_5.xml,11,47.0,36.0,6.0
BSP_100_O6_3_3_5.xml,11,47.0,36.0,6.0
BSP_100_O6_3_3_5.xml,12,19.0,15.0,13.0
BSP_100_O6_3_3_5.xml,13,35.0,29.0,24.0
BSP_100_O6_3_3_5.xml,14,23.0,20.0,14.0
BSP_100_O6_3_3_5.xml,15,98.0,30.0,15.0
BSP_100_O6_3_3_5.xml,15,98.0,30.0,15.0
BSP_100_O6_3_3_5.xml,16,64.0,50.0,10.0
BSP_100_O6_3_3_5.xml,17,26.0,16.0,16.0
BSP_100_O6_3_3_5.xml,17,21.0,21.0,12.0
BSP_100_O6_3_3_5.xml,18,48.0,40.0,10.0
BSP_100_O6_3_3_5.xml,19,25.0,25.0,7.0
BSP_100_O6_3_3_5.xml,19,24.0,24.0,8.0
BSP_100_O6_3_3_5.xml,20,40.0,32.0,8.0
BSP_100_O6_3_3_5.xml,20,18.0,18.0,10.0
BSP_100_O6_3_3_5.xml,21,22.0,14.0,5.0
BSP_100_O6_3_3_5.xml,21,22.0,14.0,5.0
BSP_100_O6_3_3_5.xml,22,17.0,15.0,13.0
BSP_100_O6_3_3_5.xml,23,61.0,46.0,11.0
BSP_100_O6_3_3_5.xml,23,61.0,46.0,11.0
BSP_100_O6_3_3_5.xml,23,61.0,46.0,11.0
BSP_100_O6_3_3_5.xml,24,41.0,36.0,36.0
BSP_100_O6_3_3_5.xml,25,16.0,16.0,16.0
BSP_100_O6_3_3_5.xml,25,17.0,13.0,13.0
BSP_100_O6_3_3_5.xml,26,21.0,16.0,16.0
BSP_100_O6_3_3_5.xml,26,21.0,16.0,16.0
BSP_100_O6_3_3_5.xml,26,21.0,16.0,16.0
BSP_100_O6_3_3_5.xml,27,85.0,42.0,40.0
BSP_100_O6_3_3_5.xml,28,30.0,29.0,22.0
BSP_100_O6_3_3_5.xml,29,40.0,31.0,31.0
BSP_100_O6_3_3_5.xml,30,39.0,11.0,9.0
BSP_100_O6_3_3_5.xml,30,39.0,11.0,9.0
BSP_100_O6_3_3_5.xml,31,31.0,29.0,16.0
BSP_100_O6_3_3_5.xml,32,26.0,26.0,17.0
BSP_100_O6_3_3_5.xml,33,18.0,12.0,10.0
BSP_100_O6_3_3_5.xml,34,40.0,25.0,16.0
BSP_100_O6_3_3_5.xml,35,21.0,13.0,12.0
BSP_100_O6_3_3_5.xml,35,21.0,12.0,10.0
BSP_100_O6_3_3_5.xml,36,105.0,30.0,18.0
BSP_100_O6_3_3_5.xml,36,105.0,30.0,18.0
BSP_100_O6_3_3_5.xml,37,67.0,61.0,33.0
BSP_100_O6_3_3_5.xml,38,22.0,22.0,21.0
BSP_100_O6_3_3_5.xml,39,25.0,11.0,7.0
BSP_100_O6_3_3_5.xml,40,24.0,20.0,19.0
BSP_100_O6_3_3_5.xml,40,25.0,23.0,22.0
BSP_100_O6_3_3_5.xml,41,60.0,29.0,20.0
BSP_100_O6_3_3_5.xml,42,16.0,16.0,3.0
BSP_100_O6_3_3_5.xml,43,28.0,20.0,5.0
BSP_100_O6_3_3_5.xml,44,90.0,60.0,50.0
BSP_100_O6_3_3_5.xml,45,104.0,35.0,25.0
BSP_100_O6_3_3_5.xml,46,65.0,12.0,12.0
BSP_100_O6_3_3_5.xml,47,17.0,15.0,12.0
BSP_100_O6_3_3_5.xml,47,17.0,15.0,12.0
BSP_100_O6_3_3_5.xml,48,61.0,41.0,41.0
BSP_100_O6_3_3_5.xml,49,41.0,31.0,31.0
BSP_100_O6_3_3_5.xml,50,35.0,35.0,29.0
BSP_100_O6_3_3_5.xml,51,35.0,25.0,12.0
BSP_100_O6_3_3_5.xml,51,35.0,25.0,12.0
BSP_100_O6_3_3_5.xml,52,22.0,18.0,14.0
BSP_100_O6_3_3_5.xml,53,40.0,34.0,10.0
BSP_100_O6_3_3_5.xml,54,22.0,19.0,13.0
BSP_100_O6_3_3_5.xml,55,105.0,17.0,17.0
BSP_100_O6_3_3_5.xml,56,37.0,24.0,13.0
BSP_100_O6_3_3_5.xml,57,21.0,21.0,13.0
BSP_100_O6_3_3_5.xml,58,33.0,27.0,2.0
BSP_100_O6_3_3_5.xml,59,21.0,20.0,8.0
BSP_100_O6_3_3_5.xml,59,21.0,20.0,8.0
BSP_100_O6_3_3_5.xml,60,40.0,37.0,27.0
BSP_100_O6_3_3_5.xml,61,16.0,11.0,3.0
BSP_100_O6_3_3_5.xml,61,16.0,11.0,3.0
BSP_100_O6_3_3_5.xml,62,25.0,14.0,8.0
BSP_100_O6_3_3_5.xml,63,18.0,15.0,6.0
BSP_100_O6_3_3_5.xml,64,50.0,50.0,15.0
BSP_100_O6_3_3_5.xml,65,41.0,34.0,25.0
BSP_100_O6_3_3_5.xml,66,28.0,25.0,22.0
BSP_100_O6_3_3_5.xml,67,100.0,23.0,5.0
BSP_100_O6_3_3_5.xml,67,100.0,23.0,5.0
BSP_100_O6_3_3_5.xml,68,19.0,16.0,11.0
BSP_100_O6_3_3_5.xml,68,19.0,16.0,11.0
BSP_100_O6_3_3_5.xml,68,19.0,16.0,11.0
BSP_100_O6_3_3_5.xml,69,65.0,25.0,16.0
BSP_100_O6_3_3_5.xml,70,32.0,30.0,28.0
BSP_100_O6_3_3_5.xml,71,32.0,20.0,12.0
BSP_100_O6_3_3_5.xml,72,60.0,29.0,20.0
BSP_100_O6_3_3_5.xml,72,30.0,20.0,17.0
BSP_100_O6_3_3_5.xml,73,29.0,18.0,15.0
BSP_100_O6_3_3_5.xml,74,36.0,35.0,20.0
BSP_100_O6_3_3_5.xml,74,18.0,17.0,10.0
BSP_100_O6_3_3_5.xml,75,34.0,23.0,4.0
BSP_100_O6_3_3_5.xml,76,46.0,36.0,21.0
BSP_100_O6_3_3_5.xml,77,26.0,26.0,8.0
BSP_100_O6_3_3_5.xml,78,50.0,35.0,25.0
BSP_100_O6_3_3_5.xml,79,42.0,20.0,12.0
BSP_100_O6_3_3_5.xml,80,34.0,22.0,18.0
BSP_100_O6_3_3_5.xml,81,60.0,40.0,27.0
BSP_100_O6_3_3_5.xml,82,30.0,23.0,20.0
BSP_100_O6_3_3_5.xml,83,19.0,16.0,13.0
BSP_100_O6_3_3_5.xml,83,19.0,16.0,13.0
BSP_100_O6_3_3_5.xml,84,49.0,45.0,34.0
BSP_100_O6_3_3_5.xml,85,16.0,15.0,5.0
BSP_100_O6_3_3_5.xml,86,48.0,31.0,19.0
BSP_100_O6_3_3_5.xml,87,105.0,45.0,15.0
BSP_100_O6_3_3_5.xml,88,65.0,45.0,11.0
BSP_100_O6_3_3_5.xml,89,47.0,38.0,9.0
BSP_100_O6_3_3_5.xml,90,41.0,37.0,21.0
BSP_100_O6_3_3_5.xml,90,41.0,37.0,21.0
BSP_100_O6_3_3_5.xml,91,30.0,20.0,15.0
BSP_100_O6_3_3_5.xml,91,30.0,20.0,15.0
BSP_100_O6_3_3_5.xml,91,30.0,20.0,15.0
BSP_100_O6_3_3_5.xml,92,35.0,35.0,10.0
BSP_100_O6_3_3_5.xml,92,35.0,35.0,10.0
BSP_100_O6_3_3_5.xml,92,35.0,35.0,10.0
BSP_100_O6_3_3_5.xml,93,22.0,17.0,8.0
BSP_100_O6_3_3_5.xml,93,17.0,12.0,4.0
BSP_100_O6_3_3_5.xml,93,17.0,12.0,4.0
BSP_100_O6_3_3_5.xml,94,48.0,48.0,22.0
BSP_100_O6_3_3_5.xml,94,48.0,48.0,22.0
BSP_100_O6_3_3_5.xml,94,48.0,48.0,22.0
BSP_100_O6_3_3_5.xml,94,48.0,48.0,22.0
BSP_100_O6_3_3_5.xml,95,98.0,30.0,15.0
BSP_100_O6_3_3_5.xml,95,98.0,30.0,15.0
BSP_100_O6_3_3_5.xml,95,98.0,30.0,15.0
BSP_100_O6_3_3_5.xml,95,98.0,30.0,15.0
BSP_100_O6_3_3_5.xml,96,22.0,15.0,12.0
BSP_100_O6_3_3_5.xml,96,18.0,15.0,12.0
BSP_100_O6_3_3_5.xml,96,21.0,9.0,9.0
BSP_100_O6_3_3_5.xml,97,22.0,17.0,11.0
BSP_100_O6_3_3_5.xml,97,22.0,17.0,11.0
BSP_100_O6_3_3_5.xml,97,22.0,17.0,11.0
BSP_100_O6_3_3_5.xml,97,22.0,17.0,11.0
BSP_100_O6_3_3_5.xml,98,16.0,12.0,12.0
BSP_100_O6_3_3_5.xml,98,16.0,12.0,12.0
BSP_100_O6_3_3_5.xml,98,16.0,12.0,12.0
BSP_100_O6_3_3_5.xml,98,16.0,12.0,12.0
BSP_100_O6_3_3_5.xml,98,16.0,12.0,12.0
BSP_100_O6_3_3_5.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_5.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_5.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_5.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_5.xml,99,74.0,53.0,18.0
BSP_100_O6_3_3_5.xml,99,74.0,53.0,18.0
BSP_100_O6_4.xml,0,24.0,22.0,22.0
BSP_100_O6_4.xml,1,36.0,23.0,12.0
BSP_100_O6_4.xml,2,40.0,30.0,10.0
BSP_100_O6_4.xml,2,50.0,40.0,10.0
BSP_100_O6_4.xml,3,35.0,29.0,15.0
BSP_100_O6_4.xml,3,35.0,29.0,15.0
BSP_100_O6_4.xml,4,27.0,19.0,10.0
BSP_100_O6_4.xml,5,38.0,25.0,15.0
BSP_100_O6_4.xml,6,19.0,17.0,17.0
BSP_100_O6_4.xml,7,46.0,21.0,3.0
BSP_100_O6_4.xml,8,35.0,14.0,11.0
BSP_100_O6_4.xml,9,53.0,53.0,13.0
BSP_100_O6_4.xml,10,60.0,50.0,16.0
BSP_100_O6_4.xml,11,50.0,22.0,20.0
BSP_100_O6_4.xml,12,53.0,30.0,30.0
BSP_100_O6_4.xml,13,65.0,48.0,6.0
BSP_100_O6_4.xml,14,26.0,26.0,23.0
BSP_100_O6_4.xml,14,26.0,23.0,21.0
BSP_100_O6_4.xml,15,20.0,20.0,20.0
BSP_100_O6_4.xml,15,20.0,17.0,15.0
BSP_100_O6_4.xml,16,41.0,31.0,13.0
BSP_100_O6_4.xml,16,53.0,40.0,10.0
BSP_100_O6_4.xml,17,38.0,23.0,5.0
BSP_100_O6_4.xml,18,34.0,22.0,18.0
BSP_100_O6_4.xml,19,30.0,24.0,17.0
BSP_100_O6_4.xml,20,81.0,60.0,7.0
BSP_100_O6_4.xml,21,40.0,34.0,9.0
BSP_100_O6_4.xml,22,66.0,38.0,7.0
BSP_100_O6_4.xml,23,65.0,26.0,26.0
BSP_100_O6_4.xml,24,48.0,34.0,17.0
BSP_100_O6_4.xml,25,16.0,15.0,4.0
BSP_100_O6_4.xml,26,19.0,17.0,15.0
BSP_100_O6_4.xml,26,19.0,17.0,15.0
BSP_100_O6_4.xml,27,84.0,15.0,12.0
BSP_100_O6_4.xml,28,28.0,21.0,17.0
BSP_100_O6_4.xml,29,35.0,34.0,33.0
BSP_100_O6_4.xml,30,67.0,41.0,2.0
BSP_100_O6_4.xml,31,22.0,16.0,2.0
BSP_100_O6_4.xml,31,30.0,22.0,2.0
BSP_100_O6_4.xml,32,31.0,30.0,7.0
BSP_100_O6_4.xml,32,31.0,30.0,7.0
BSP_100_O6_4.xml,33,52.0,52.0,8.0
BSP_100_O6_4.xml,34,30.0,17.0,11.0
BSP_100_O6_4.xml,34,26.0,12.0,11.0
BSP_100_O6_4.xml,35,31.0,27.0,27.0
BSP_100_O6_4.xml,36,18.0,12.0,9.0
BSP_100_O6_4.xml,37,24.0,20.0,17.0
BSP_100_O6_4.xml,38,20.0,18.0,16.0
BSP_100_O6_4.xml,38,18.0,16.0,12.0
BSP_100_O6_4.xml,38,28.0,20.0,15.0
BSP_100_O6_4.xml,39,16.0,16.0,16.0
BSP_100_O6_4.xml,39,19.0,11.0,11.0
BSP_100_O6_4.xml,40,29.0,27.0,21.0
BSP_100_O6_4.xml,41,50.0,31.0,12.0
BSP_100_O6_4.xml,42,53.0,50.0,27.0
BSP_100_O6_4.xml,43,28.0,22.0,22.0
BSP_100_O6_4.xml,44,100.0,20.0,11.0
BSP_100_O6_4.xml,45,40.0,23.0,13.0
BSP_100_O6_4.xml,45,40.0,23.0,13.0
BSP_100_O6_4.xml,46,38.0,25.0,15.0
BSP_100_O6_4.xml,47,46.0,43.0,13.0
BSP_100_O6_4.xml,48,20.0,20.0,8.0
BSP_100_O6_4.xml,48,24.0,24.0,7.0
BSP_100_O6_4.xml,49,56.0,50.0,16.0
BSP_100_O6_4.xml,50,55.0,51.0,24.0
BSP_100_O6_4.xml,51,35.0,33.0,14.0
BSP_100_O6_4.xml,52,33.0,25.0,6.0
BSP_100_O6_4.xml,53,45.0,25.0,13.0
BSP_100_O6_4.xml,53,45.0,25.0,13.0
BSP_100_O6_4.xml,54,25.0,15.0,10.0
BSP_100_O6_4.xml,54,16.0,11.0,6.0
BSP_100_O6_4.xml,55,40.0,24.0,2.0
BSP_100_O6_4.xml,56,55.0,18.0,8.0
BSP_100_O6_4.xml,57,22.0,19.0,19.0
BSP_100_O6_4.xml,57,22.0,19.0,19.0
BSP_100_O6_4.xml,58,47.0,40.0,11.0
BSP_100_O6_4.xml,59,39.0,38.0,16.0
BSP_100_O6_4.xml,60,21.0,19.0,11.0
BSP_100_O6_4.xml,61,54.0,47.0,28.0
BSP_100_O6_4.xml,61,54.0,47.0,28.0
BSP_100_O6_4.xml,62,97.0,47.0,3.0
BSP_100_O6_4.xml,63,60.0,20.0,11.0
BSP_100_O6_4.xml,64,49.0,48.0,43.0
BSP_100_O6_4.xml,65,40.0,40.0,3.0
BSP_100_O6_4.xml,66,19.0,15.0,15.0
BSP_100_O6_4.xml,66,19.0,15.0,15.0
BSP_100_O6_4.xml,66,19.0,15.0,15.0
BSP_100_O6_4.xml,67,67.0,28.0,14.0
BSP_100_O6_4.xml,68,63.0,61.0,24.0
BSP_100_O6_4.xml,69,67.0,31.0,3.0
BSP_100_O6_4.xml,69,30.0,20.0,10.0
BSP_100_O6_4.xml,70,19.0,13.0,5.0
BSP_100_O6_4.xml,71,23.0,22.0,14.0
BSP_100_O6_4.xml,71,23.0,22.0,14.0
BSP_100_O6_4.xml,72,18.0,13.0,10.0
BSP_100_O6_4.xml,72,18.0,13.0,10.0
BSP_100_O6_4.xml,73,70.0,17.0,8.0
BSP_100_O6_4.xml,74,30.0,30.0,20.0
